@relation occupancy.data

@attribute 23.18 numeric
@attribute 27.272 numeric
@attribute 426 numeric
@attribute 721.25 numeric
@attribute 0.0047929882 numeric
@attribute 1 numeric

@data
21.29,25.7,0,471,0.004021,0
21.29,25.7,0,469,0.004021,0
21.26,25.666667,0,467.333333,0.004008,0
21.245,25.65,0,471.5,0.004002,0
21.23,25.633333,0,471.666667,0.003995,0
21.29,25.7,0,475,0.004021,0
21.2,25.6,0,471,0.003983,0
21.2,25.6,0,471,0.003983,0
21.245,25.65,0,471,0.004002,0
21.245,25.65,0,474.5,0.004002,0
21.2,25.6,0,475.5,0.003983,0
21.2,25.6,0,474,0.003983,0
21.2,25.6,0,469,0.003983,0
21.2,25.6,0,474,0.003983,0
21.2,25.6,0,474,0.003983,0
21.2,25.6,0,468.5,0.003983,0
21.2,25.6,0,469.5,0.003983,0
21.2,25.6,0,472.5,0.003983,0
21.2,25.6,0,467.5,0.003983,0
21.2,25.6,0,469,0.003983,0
21.2,25.55,0,466.5,0.003975,0
21.2,25.5,0,469.5,0.003967,0
21.2,25.5,0,469,0.003967,0
21.2,25.5,0,467,0.003967,0
21.2,25.5,0,467.333333,0.003967,0
21.2,25.5,0,467,0.003967,0
21.2,25.5,0,464.5,0.003967,0
21.2,25.445,0,466,0.003959,0
21.2,25.5,0,473,0.003967,0
21.2,25.39,0,475,0.00395,0
21.2,25.39,0,471,0.00395,0
21.2,25.39,0,470,0.00395,0
21.2,25.39,0,466.25,0.00395,0
21.2,25.39,0,467,0.00395,0
21.2,25.39,0,473,0.00395,0
21.2,25.39,0,468,0.00395,0
21.2,25.39,0,463,0.00395,0
21.2,25.39,0,466,0.00395,0
21.2,25.39,0,467,0.00395,0
21.2,25.29,0,468,0.003934,0
21.2,25.39,0,468,0.00395,0
21.2,25.29,0,468,0.003934,0
21.2,25.34,0,465.5,0.003942,0
21.2,25.39,0,464,0.00395,0
21.2,25.34,0,464.5,0.003942,0
21.2,25.29,0,465.666667,0.003934,0
21.2,25.365,0,465.75,0.003946,0
21.2,25.39,0,464,0.00395,0
21.2,25.39,0,467,0.00395,0
21.15,25.39,0,466.5,0.003938,0
21.2,25.39,0,465,0.00395,0
21.2,25.39,0,462,0.00395,0
21.2,25.39,0,459.666667,0.00395,0
21.2,25.29,0,458,0.003934,0
21.2,25.34,0,462.5,0.003942,0
21.2,25.29,0,467,0.003934,0
21.2,25.29,0,466.5,0.003934,0
21.2,25.29,0,463,0.003934,0
21.2,25.29,0,465,0.003934,0
21.2,25.29,0,463.25,0.003934,0
21.2,25.29,0,460,0.003934,0
21.2,25.29,0,457,0.003934,0
21.2,25.29,0,456,0.003934,0
21.245,25.245,0,454,0.003938,0
21.23,25.23,0,454,0.003932,0
21.29,25.29,0,458,0.003956,0
21.2,25.2,0,456,0.00392,0
21.245,25.245,0,456.5,0.003938,0
21.245,25.245,0,458.5,0.003938,0
21.26,25.26,0,459.666667,0.003944,0
21.245,25.245,0,464,0.003938,0
21.245,25.2,0,465,0.003931,0
21.29,25.2,0,461,0.003942,0
21.245,25.2,0,458.5,0.003931,0
21.29,25.2,0,459,0.003942,0
21.29,25.2,0,451,0.003942,0
21.29,25.2,0,456,0.003942,0
21.29,25.2,0,463,0.003942,0
21.29,25.2,0,461.666667,0.003942,0
21.29,25.2,0,458,0.003942,0
21.29,25.2,0,450,0.003942,0
21.29,25.2,0,457,0.003942,0
21.29,25.2,0,456,0.003942,0
21.29,25.2,0,456,0.003942,0
21.29,25.2,0,461,0.003942,0
21.29,25.2,0,463,0.003942,0
21.29,25.2,0,460,0.003942,0
21.29,25.2,0,456,0.003942,0
21.29,25.2,0,454.5,0.003942,0
21.29,25.2,0,448.5,0.003942,0
21.29,25.2,0,453.5,0.003942,0
21.29,25.2,0,454,0.003942,0
21.29,25.2,0,454,0.003942,0
21.29,25.245,0,450.5,0.003949,0
21.29,25.245,0,453,0.003949,0
21.2,25.2,0,457,0.00392,0
21.2,25.2,0,452.5,0.00392,0
21.2,25.2,0,449,0.00392,0
21.2,25.2,0,458.666667,0.00392,0
21.2,25.2,0,454.5,0.00392,0
21.2,25.245,0,455.5,0.003927,0
21.2,25.245,0,453.5,0.003927,0
21.2,25.29,0,452,0.003934,0
21.2,25.29,0,451.5,0.003934,0
21.2,25.29,0,451,0.003934,0
21.166667,25.356667,0,450.333333,0.003937,0
21.166667,25.39,0,450,0.003942,0
21.15,25.39,0,453.5,0.003938,0
21.1,25.39,0,454,0.003926,0
21.15,25.39,0,452.5,0.003938,0
21.1,25.39,0,454,0.003926,0
21.1,25.39,0,457,0.003926,0
21.1,25.463333,0,450.333333,0.003937,0
21.1,25.5,0,451,0.003943,0
21.1,25.5,0,451,0.003943,0
21.05,25.445,0,449,0.003922,0
21.1,25.5,0,449,0.003943,0
21.05,25.445,0,450,0.003922,0
21.05,25.445,0,449,0.003922,0
21.1,25.5,0,445,0.003943,0
21,25.39,0,443,0.003901,0
21.1,25.5,0,446.5,0.003943,0
21.1,25.5,0,446,0.003943,0
21.1,25.5,0,451.5,0.003943,0
21.1,25.39,0,445,0.003926,0
21.1,25.39,0,449,0.003926,0
21.1,25.39,0,451.666667,0.003926,0
21.1,25.39,0,452,0.003926,0
21.1,25.39,0,451,0.003926,0
21.05,25.34,0,450,0.003906,0
21.1,25.39,0,450,0.003926,0
21.1,25.39,0,448,0.003926,0
21.1,25.39,0,450.666667,0.003926,0
21.1,25.39,0,450,0.003926,0
21.15,25.39,0,446,0.003938,0
21.1,25.39,0,444,0.003926,0
21.125,25.39,0,447.5,0.003932,0
21.133333,25.39,0,443.333333,0.003934,0
21.1,25.34,0,443.5,0.003918,0
21.1,25.34,0,444,0.003918,0
21.15,25.34,0,449,0.00393,0
21.2,25.29,0,449.333333,0.003934,0
21.15,25.29,0,448,0.003922,0
21.15,25.245,0,449.5,0.003915,0
21.2,25.245,0,450,0.003927,0
21.2,25.2,0,447,0.00392,0
21.2,25.2,0,446,0.00392,0
21.133333,25.2,0,443,0.003904,0
21.166667,25.2,0,444,0.003912,0
21.2,25.2,0,444.5,0.00392,0
21.2,25.2,0,445,0.00392,0
21.2,25.2,0,451,0.00392,0
21.2,25.2,0,450,0.00392,0
21.2,25.2,0,444,0.00392,0
21.2,25.2,0,443,0.00392,0
21.2,25.1,0,438.5,0.003905,0
21.2,25.1,0,441,0.003905,0
21.2,25.1,0,444,0.003905,0
21.2,25.15,0,441.5,0.003912,0
21.2,25.1,0,441,0.003905,0
21.2,25.1,0,439.5,0.003905,0
21.2,25.1,0,441,0.003905,0
21.2,25.1,0,442,0.003905,0
21.2,25.1,0,441,0.003905,0
21.2,25.1,0,436,0.003905,0
21.2,25.1,0,442.5,0.003905,0
21.2,25.1,0,446,0.003905,0
21.2,25.1,0,443,0.003905,0
21.2,25.1,0,437.5,0.003905,0
21.2,25.1,0,440.5,0.003905,0
21.2,25.05,0,439.5,0.003897,0
21.2,25,0,443,0.003889,0
21.2,25,0,443,0.003889,0
21.2,25,0,438.5,0.003889,0
21.2,25,0,438,0.003889,0
21.2,25,0,442.333333,0.003889,0
21.2,25,0,448,0.003889,0
21.2,25.1,0,447.5,0.003905,0
21.125,25.1,0,445.75,0.003887,0
21.1,25,0,439,0.003865,0
21.1,25.1,0,440,0.003881,0
21.1,25.1,0,441.5,0.003881,0
21.1,25.066667,0,439,0.003875,0
21.1,25,0,439,0.003865,0
21.1,25.1,0,437.5,0.003881,0
21.05,25.05,0,437.5,0.003861,0
21.1,25.1,0,439.333333,0.003881,0
21.1,25.1,0,443,0.003881,0
21,25,0,440.5,0.003841,0
21,25,0,442.333333,0.003841,0
21,25,0,440.666667,0.003841,0
21,25,0,440,0.003841,0
21,25,0,439,0.003841,0
21,25,0,442,0.003841,0
21,25,0,443.5,0.003841,0
21,25,0,445,0.003841,0
21,25,0,445,0.003841,0
21,25.05,0,442.5,0.003849,0
21,25.1,0,440,0.003857,0
21,25,0,439.5,0.003841,0
21,25,0,438.5,0.003841,0
21,25,0,435,0.003841,0
21,25,0,439.5,0.003841,0
21,25,0,440.5,0.003841,0
21,25,0,439.5,0.003841,0
21,25,0,441,0.003841,0
21,25,0,442,0.003841,0
21,25,0,445,0.003841,0
21,25,0,444,0.003841,0
21,25,0,445,0.003841,0
21,24.89,0,444,0.003824,0
21,24.89,0,443,0.003824,0
21,24.89,0,448,0.003824,0
21.05,24.945,0,443,0.003844,0
21.05,24.945,0,440,0.003844,0
21,24.89,0,440,0.003824,0
21.033333,24.926667,0,441,0.003838,0
21.05,24.945,0,440.5,0.003844,0
21.05,24.945,0,444.5,0.003844,0
21.1,25,0,446,0.003865,0
21.05,24.945,0,442.5,0.003844,0
21,24.89,0,439,0.003824,0
21.1,24.89,0,441,0.003848,0
21.1,24.89,0,438.333333,0.003848,0
21.033333,24.89,0,439.5,0.003832,0
21.075,24.9725,0,440.75,0.003855,0
21.033333,24.926667,0,437,0.003838,0
21.1,24.945,0,440.5,0.003856,0
21.1,24.9175,0,442.25,0.003852,0
21.1,24.89,0,435,0.003848,0
21.1,24.89,0,435.5,0.003848,0
21.1,24.89,0,432,0.003848,0
21.1,24.89,0,439.5,0.003848,0
21.05,24.84,0,442.5,0.003828,0
21.1,24.89,0,438.5,0.003848,0
21.05,24.84,0,435.5,0.003828,0
21.066667,24.856667,0,437.333333,0.003835,0
21.1,24.89,0,437,0.003848,0
21.033333,24.823333,0,438,0.003822,0
21.025,24.84,0,435,0.003822,0
21,24.79,0,440,0.003809,0
21,24.823333,0,441.333333,0.003814,0
21,24.856667,0,435,0.003819,0
21,24.89,0,432,0.003824,0
21,24.89,0,435.5,0.003824,0
21,24.89,0,444,0.003824,0
21,24.84,0,444.5,0.003816,0
21,24.89,0,446,0.003824,0
21,24.89,0,445,0.003824,0
21,24.89,0,438.333333,0.003824,0
21,24.89,0,445.5,0.003824,0
21,24.89,0,439,0.003824,0
21,24.89,0,439,0.003824,0
20.945,24.89,0,439.5,0.003811,0
20.963333,24.89,0,443.333333,0.003815,0
20.89,24.89,0,443.5,0.003798,0
20.926667,24.89,0,444,0.003807,0
21,24.89,0,447.5,0.003824,0
20.89,24.89,0,445.5,0.003798,0
20.89,24.89,0,443,0.003798,0
20.89,24.89,0,438,0.003798,0
20.89,24.89,0,428,0.003798,0
20.89,24.89,0,431,0.003798,0
20.89,24.89,0,441,0.003798,0
20.89,24.89,0,446,0.003798,0
20.89,24.89,0,447,0.003798,0
20.89,24.89,0,439,0.003798,0
20.89,24.89,0,438.333333,0.003798,0
20.89,24.89,0,442,0.003798,0
20.926667,24.79,0,443.333333,0.003791,0
20.89,24.79,0,448,0.003783,0
20.89,24.79,0,444.5,0.003783,0
20.926667,24.79,0,443.333333,0.003791,0
20.945,24.79,0,445,0.003796,0
21,24.7,0,445,0.003795,0
21,24.7,0,443.5,0.003795,0
21,24.7,0,439,0.003795,0
21,24.7,0,441.5,0.003795,0
21,24.633333,0,441.333333,0.003784,0
21,24.6,0,441,0.003779,0
21,24.6,0,441,0.003779,0
21,24.6,0,440,0.003779,0
21,24.6,0,436,0.003779,0
21,24.6,0,444,0.003779,0
21,24.6,0,442,0.003779,0
21,24.6,0,443.666667,0.003779,0
21,24.6,0,439.5,0.003779,0
21,24.566667,0,439.333333,0.003774,0
21,24.55,0,443.5,0.003772,0
21,24.5,0,445,0.003764,0
21,24.5,0,441.5,0.003764,0
21,24.5,0,445,0.003764,0
21,24.5,0,444.5,0.003764,0
21,24.5,0,443.666667,0.003764,0
21,24.5,0,445.5,0.003764,0
21,24.445,0,445,0.003755,0
21,24.445,0,443.5,0.003755,0
21,24.39,0,447,0.003747,0
21,24.39,0,444,0.003747,0
21,24.5,0,442.5,0.003764,0
21,24.426667,0,445,0.003753,0
21,24.5,0,444,0.003764,0
21,24.39,0,440,0.003747,0
21,24.39,0,445.5,0.003747,0
21,24.39,0,444.5,0.003747,0
21,24.39,0,442.5,0.003747,0
21,24.39,0,444,0.003747,0
21,24.39,0,442,0.003747,0
21,24.356667,0,442.666667,0.003742,0
21,24.29,0,439,0.003731,0
20.89,24.39,0,440,0.003721,0
20.945,24.39,0,440,0.003734,0
21,24.39,0,444,0.003747,0
20.89,24.39,0,439.5,0.003721,0
20.89,24.39,0,440,0.003721,0
20.89,24.39,0,440,0.003721,0
20.89,24.29,0,442,0.003706,0
20.89,24.34,0,445,0.003714,0
20.856667,24.356667,0,447,0.003709,0
20.89,24.39,0,446,0.003721,0
20.89,24.34,0,445,0.003714,0
20.89,24.39,0,445,0.003721,0
20.89,24.29,0,443,0.003706,0
20.89,24.29,0,442,0.003706,0
20.84,24.245,0,444,0.003688,0
20.89,24.39,0,443.5,0.003721,0
20.89,24.29,0,441,0.003706,0
20.856667,24.26,0,441,0.003694,0
20.89,24.29,0,444,0.003706,0
20.89,24.29,0,445.5,0.003706,0
20.89,24.29,0,441,0.003706,0
20.89,24.29,0,445.333333,0.003706,0
20.89,24.2,0,442,0.003692,0
20.89,24.29,0,442,0.003706,0
20.89,24.2,0,446.5,0.003692,0
20.856667,24.166667,0,444.333333,0.00368,0
20.89,24.2,0,445.5,0.003692,0
20.89,24.2,0,441.5,0.003692,0
20.865,24.175,0,447.25,0.003683,0
20.89,24.2,0,448,0.003692,0
20.89,24.175,0,447.25,0.003688,0
20.89,24.2,0,439,0.003692,0
20.89,24.15,0,440,0.003685,0
20.89,24.2,0,440,0.003692,0
20.89,24.1,0,445,0.003677,0
20.89,24,0,438,0.003662,0
20.945,24,0,438.5,0.003674,0
21,24,0,440,0.003687,0
20.945,24,0,446,0.003674,0
20.945,24,0,447,0.003674,0
20.926667,24,0,447,0.00367,0
20.89,24,0,445,0.003662,0
20.89,24,0,446.5,0.003662,0
20.945,24,0,446,0.003674,0
20.89,23.89,0,453,0.003645,0
21,23.89,0,451,0.00367,0
21,23.84,0,448.5,0.003662,0
21,23.823333,0,444.666667,0.003659,0
21,23.79,0,447,0.003654,0
21,23.79,0,447,0.003654,0
21,23.79,0,445,0.003654,0
21,23.79,0,446.5,0.003654,0
21,23.79,0,446.5,0.003654,0
21,23.7675,0,442.25,0.003651,0
21,23.79,0,443,0.003654,0
21,23.79,0,443,0.003654,0
20.963333,23.79,0,442.333333,0.003646,0
20.89,23.79,0,444.5,0.003629,0
20.89,23.73,0,443.333333,0.00362,0
20.9175,23.7225,0,446.5,0.003625,0
20.89,23.7,0,449,0.003616,0
20.89,23.7,0,449.5,0.003616,0
20.89,23.6,0,448.5,0.0036,0
20.89,23.7,0,446,0.003616,0
20.89,23.6,0,446,0.0036,0
20.89,23.6,0,444,0.0036,0
20.89,23.6,0,443.333333,0.0036,0
20.89,23.633333,0,441.666667,0.003605,0
20.89,23.6,0,449.5,0.0036,0
20.89,23.6,0,448.5,0.0036,0
20.89,23.6,0,450,0.0036,0
20.89,23.6,0,448.5,0.0036,0
20.945,23.6,0,446.5,0.003612,0
20.89,23.6,0,452.5,0.0036,0
20.89,23.6,0,451,0.0036,0
20.945,23.5,0,450.666667,0.003597,0
20.89,23.5,0,449,0.003585,0
20.945,23.5,0,449,0.003597,0
20.945,23.5,0,448.5,0.003597,0
20.89,23.5,0,452,0.003585,0
20.89,23.5,0,444,0.003585,0
20.89,23.5,0,443.5,0.003585,0
20.89,23.5,0,446,0.003585,0
20.89,23.5,0,449,0.003585,0
20.926667,23.5,0,448,0.003593,0
20.89,23.5,0,448,0.003585,0
20.89,23.5,0,449,0.003585,0
20.945,23.5,0,443,0.003597,0
20.89,23.5,0,444.25,0.003585,0
20.89,23.5,0,445.333333,0.003585,0
20.89,23.5,0,444.5,0.003585,0
20.89,23.5,0,446.5,0.003585,0
20.89,23.445,0,446,0.003576,0
20.89,23.445,0,448.5,0.003576,0
